2817	FxBxGrwllSJ	100	6.256
1956	JvYSwVzeDrzRB	63	6.255
1673	wzHzSNLYaUFl	61	6.246
902	caVjA	70	6.243
675	NmOiOvzOQlaZvqNm	115	6.237
1585	uKEvkQ	56	6.23
2790	GMteZUVKnCofu	95	6.23
1178	jkzoTsaae	81	6.224
2240	pUECkFdDIRQGhHVo	73	6.219
551	XIrXyuiBWCJVD	98	6.206
174	MXeHSpZwoQ	47	6.205
528	BgHTsOOILXZYu	76	6.196
233	ujSreiZVmdcVkotd	115	6.189
554	SElVgTCyO	69	6.181
447	CZuyEsz	113	6.173
979	sqFmuNICxPyzz	114	6.173
57	JjDYz	93	6.17
2877	RIgLpGxYpLMcSiT	52	6.17
267	tXRnwCyUrYxEiRYyuoxce	48	6.169
1264	MmsdKFJkqGIDOqZnbh	67	6.163
2976	xzaRDyhZQqYcY	53	6.161
119	FTmxDDAsNohQJTRhV	110	6.149
207	OlWvvbhhywuDr	109	6.144
1176	rhsjymzFITP	115	6.134
303	pbwrizAIhuiftDfPYx	96	6.132
2503	BorJibEAmdIbHHm	105	6.108
2764	WGNHeKZlvrxeA	87	6.107
545	rZhamyDXosiDZlsqDOuo	59	6.107
1552	dwHaFGlLpJmoIUuCco	46	6.106
38	lMSScusUyj	108	6.103
1338	TzsDMLyDWuCjhV	40	6.103
533	caHtmcFAUwAcIuClyN	108	6.101
872	fBGXayKPhaORYkKHdo	83	6.094
232	oCVaXtuv	102	6.09
9	gpQcJjFlEEk	46	6.068
966	ZwZTkFP	92	6.067
1295	fWvaBmUxfLj	108	6.051
787	ebvqtmiHmKIbVXPquOc	58	6.043
1821	YwXjKORODfpTqUXwh	120	6.04
2377	sqAFnYoisPbmfMMO	102	6.04
1827	JRrOIcBOLGVLutzdTg	104	6.037
2707	uqYPOJRcsBVfDSStAuRZ	111	6.036
2743	cCvLfRCKigAWE	84	6.017
1072	uPTtEtGFQFrVIMU	64	6.005
2372	CWqqexZhIYdTP	76	6.002
889	BYwymIL	56	5.997
1627	GoEdtO	103	5.993
1660	wpwVheRvsysyyuuBpRu	94	5.99
2742	zuoITQsDG	47	5.978
1410	WudORsUaZyvYMgzl	111	5.977
1226	xllNxSkGqo	116	5.967
1557	JZBvYMazTPLLa	64	5.962
2823	EYGBGUkhArFTXUZ	99	5.958
2585	ISgJBEOR	96	5.954
1825	FWeKvjyHxufhbPXgwDBht	60	5.949
202	wRrtzmtJkQaVw	116	5.947
2953	YgWMnvpvTgdYmNicPe	68	5.94
360	HgejFiDzXfz	119	5.92
622	vlrsjMmPinbL	84	5.914
1809	MIDQSglaJF	85	5.911
2771	RrMKbvyJgBgNbdCtlhIv	110	5.909
1354	TBcAfiqhXeGlKCYSUaG	108	5.908
169	gmkziikNJlA	56	5.905
1360	hFAuAMtPmvuzy	93	5.903
2609	bLyPKAXeBhBcNHjAxgMIz	54	5.902
1654	PuUKn	50	5.9
2527	mlGOtAQiqKhyTxyjkZ	102	5.889
2464	cGbkfRWKKT	89	5.884
588	ayBWtFsurfMJo	108	5.877
1762	TMpvvNvHFKldIHODrtBZy	71	5.874
618	IglFl	44	5.873
577	KUCGa	113	5.871
2306	QjbMbvHDbi	49	5.867
1098	GbpoKcvqashyzZIn	100	5.866
2866	HKphGAmPK	110	5.849
830	czkKeANbUbhBz	116	5.825
347	fXRIJvYMIY	71	5.821
2425	gGvxjXWx	78	5.821
73	TlkYUdmGZxwgwWsQZ	113	5.818
1701	yjbHglVkGTotjaf	73	5.812
1469	KutSMaPOfDIeQhMxfBfu	114	5.803
374	aftNkZbTN	82	5.797
2562	TJMtuV	98	5.789
339	lAzQRNhGwfqssj	87	5.784
2256	jmntjyvMz	48	5.78
2883	OrvrogpZVq	73	5.779
452	zIliPKlRfEEWmjxdufuBQ	69	5.778
1395	pNJstLgCnC	89	5.771
106	kjHXzVSKiiJce	48	5.769
393	TfgeoAWSgvJJCGgvQxT	69	5.767
1674	wPSWKIyriYAdfGPMT	50	5.765
2027	plRIZBFhoMjsv	95	5.761
10	HKqPgYGSWGgFwm	88	5.734
2714	iqEAnPckIKVDWXnk	82	5.734
846	BIYfT	64	5.734
2979	gYoBdMLHTqXhoQQYgkaME	120	5.734
1578	kAPkM	59	5.732
1867	HFmQMpPeGi	90	5.73
2576	ttpZpwrfUsfBj	112	5.725
555	DzhfJgvPcJtrv	103	5.724
1504	AMRUJfGaFtvyuc	113	5.717
2162	jNtPshhtvWqiw	91	5.711
2601	hxHBmhkYek	85	5.71
1301	GWeWlZMADsbmwp	117	5.69
780	aLgrcbwozUjgZCvClE	85	5.674
2831	JudfkzGmXCtO	56	5.674
2542	xomMKCfIXLj	80	5.666
736	ADHllqqFMYQoTlcx	60	5.66
1490	bjNhIr	54	5.658
2336	YoKYJWqXMOlnvy	89	5.657
2541	RCUMJT	99	5.654
2607	uaAWqh	71	5.651
251	CmOAGyiDgpq	84	5.646
1666	tvPAKJKEBvjS	83	5.64
2653	zhMfjvnLx	109	5.638
2010	cXTgvpqwNzEwVnfPf	77	5.636
2252	cCidHRugFrWIDaOKddK	44	5.634
327	ROfOWfbEFNvOwX	78	5.631
2746	TLUiAGV	68	5.625
1229	ZMHqpWVo	84	5.622
770	YHvoldsUjC	104	5.62
1547	vUUjqeiRWbGCgPWQVve	96	5.613
421	hWnsSIgTHb	91	5.612
1658	EylbmwmNLVeEZVtcvbsM	120	5.611
85	CVRXKzocud	79	5.607
625	QeRSrXSZVtVE	100	5.606
220	agQyojeuBAWao	58	5.606
1055	ZVMNED	80	5.605
771	BiCpidasVcHK	100	5.605
674	VQCMib	60	5.594
1592	AuLcKJiXUkUpwIl	97	5.593
2814	dXDmRWcfabxzw	84	5.591
53	HYoieR	76	5.589
1915	pcAmlrDS	110	5.589
2765	cWbcmxTJ	91	5.589
2950	vjIULYIRBrdm	53	5.575
2005	WLchTcWcYvaSj	65	5.569
1365	bvaQjJNUgPiAEHKonUR	61	5.568
1445	lFilufZ	96	5.567
2694	zWtpzZGLnkY	59	5.562
2196	TeynCWD	113	5.548
1317	BAoKMM	42	5.537
1986	wwOSppZrg	83	5.536
2385	rZHYyliZXSifonNVuCDX	110	5.533
2813	mjJAMrkDeEzRCPjM	50	5.523
1569	PoklUfnSrrFB	68	5.523
51	IelTjJjWrs	66	5.517
1001	CamRqYOWOHuNayKYW	85	5.513
450	uYbJZhlsT	78	5.513
493	iQJWBAbA	72	5.511
952	bfifBn	109	5.504
968	xaxVtkMeANDc	45	5.499
2414	PAPmUaz	96	5.487
1541	BBMfBmNISA	98	5.482
590	EVpcpBOHo	98	5.477
1842	lkfgFcDQSOnzvQeDQHrc	83	5.476
1171	EpwDjnnHlWYxmvyIcBu	71	5.475
562	ARZyWgQh	75	5.47
2157	pzyfWUgCEfldgoGIHQCCK	53	5.469
1696	MRiSrbBPHpB	71	5.464
1786	KwWavIdwtrdALx	70	5.459
929	EUlEgKOX	67	5.448
639	LpGuPnzzGCDMZnS	40	5.448
1	lIqurucqEZvrGboAR	63	5.447
2290	EigxfbTtj	84	5.441
133	LQJKdzbdsRTq	82	5.424
1437	qlwRTHQXvH	60	5.416
1930	SOXKCxnvhsgPD	82	5.415
603	IlFeTJsyFhuu	64	5.413
1659	KpXPBKMZc	114	5.41
179	GkrLznkwrPBZ	56	5.409
659	xJgEtdPmRsxaj	41	5.403
52	LAPCMUfjRTgNHBUOpnrr	96	5.372
2949	AFyFk	116	5.37
2726	xuauwmGA	102	5.37
2369	tuTKdT	68	5.365
1205	WECIkEgMkzAokrIfU	74	5.362
420	mpRfvRYlMmNCqPbazCMEj	103	5.361
476	PZirdizNbnqpY	116	5.347
2183	sDWwTzINxyMnPbFXlzLB	48	5.341
1478	IuRKBzELhsxhF	43	5.336
1155	lncEzlfKahzcN	118	5.334
2244	ZgmKuuRsmDgt	63	5.33
988	CQuBDlpYgiXCV	105	5.325
1263	YDJyAcTjanx	73	5.32
359	AwbFGgaKyU	57	5.32
1225	lRuXVNiMQKxpvrSEGB	93	5.312
363	FpIcchMcRAxYEoIAQ	112	5.306
2471	WqVVZTBauvjGPSEoMzmU	69	5.305
1479	ZSzsnPwuEksSx	46	5.305
2887	PuCKbPiCQySfQwkhBA	46	5.302
2438	XNKlmKHSNrwyLc	114	5.29
2559	WRQoIJiXsMjwTgWEMVz	86	5.285
2343	lxwRuxYOSOUBHXUX	64	5.283
1892	fqlNXCQdjg	68	5.27
2092	AAtggApYibWJkwP	109	5.267
1063	WsalQQXDwnacZ	78	5.263
1606	oAMMDxKJzDhuymlZwrh	65	5.26
1129	tGPiUryjBMZKr	45	5.252
1679	nNsbsdLfsjXsadXaoPwU	95	5.251
305	YIoTxLTQXoAqVNKw	58	5.249
2396	yfiBVxOWyPDxZ	70	5.247
701	NrILWG	118	5.245
1465	UYvBVWAvopHoPwZPLY	68	5.235
2942	XDussce	80	5.228
2613	xXscjqlskrtzuzGXM	72	5.207
1078	awkjYWLmGi	111	5.205
1257	EYbcDkmIdbEvvMl	84	5.203
2537	meSrOuWQRzLeYYLd	49	5.2
853	jUEyGLJXRvMXmCouXWlet	99	5.197
146	PuVEeifKAg	85	5.171
1305	njTKznxMxesfuKQRlsg	55	5.162
906	afLVFolZYYXZIiNWLQlYU	96	5.148
1937	TVSnyNMlsHNjYUwN	120	5.146
1102	wImPKAK	74	5.145
619	HkLgAtyqOiaF	66	5.135
2618	dpPhAIRJ	71	5.119
1715	DdcIvO	111	5.118
1738	zrhpOnik	83	5.113
2666	azrlOlKSzfldtXYLAZ	92	5.106
2856	WVMwqzfHULzcxQAhie	79	5.103
17	PrUPpkVxnfZuydpy	117	5.102
1931	sXibLLNbNv	102	5.099
138	PGwGrYaPBIcdb	111	5.098
2337	FSefNRJXwTKdDEZJWW	102	5.098
1199	NMSIflEwPU	61	5.096
1101	UOUFEoYyB	94	5.09
2643	pbswZMRs	74	5.089
1277	YRruqI	57	5.083
534	GBXnGjyVSc	77	5.083
1121	xsrkIoaRSp	111	5.08
2787	fTJbbBK	48	5.074
1581	SOVgOKnnQf	46	5.071
1681	PikfDKWVLCnJN	112	5.07
990	UQJWVDhqxjBzJaQV	98	5.06
2544	kCdGHgwePJTykQpawrR	115	5.053
1376	znnKgsHffyfkvqk	105	5.042
694	rETreP	75	5.033
2501	oAeQSMJAoPzXpQeuhIOQ	97	5.027
2461	pOswqmbNbXSWr	77	5.023
18	CmpAUiydOptZPkPzlC	72	5.017
1728	EdmAKWtdGTb	94	5.015
2981	YhZUvjtvU	82	5.01
2084	ZWBPVMHkgXZfeTTmRky	61	5
1127	HzObUsvlPVWxERbQJTkX	81	4.999
1138	xkEcOdZsvoIeaPlq	85	4.971
1290	Qkwynyrlg	86	4.966
455	CvxrFHFZalJPG	46	4.963
200	qSJOBlZgpVYCILSogms	101	4.956
407	WtAyHw	98	4.956
1207	HpvSlTtfbBhTHEcGlB	118	4.949
2533	DTOuGGKydrHyLwg	46	4.946
1154	FsKTssqVAbyqv	104	4.943
1694	XbXxXVuKKnZkh	100	4.941
2696	iSYVpxKER	48	4.931
2026	iZpDN	88	4.93
1126	okbRMJTVROWOyGvGYMf	88	4.929
1690	AfSnzG	40	4.927
1984	dvKRMRaRkshHE	98	4.923
1985	UzvkuJu	62	4.922
1146	stVgiieDWzlNI	115	4.92
893	JSUviwvsYjH	116	4.916
2663	yHzUUkYB	69	4.911
665	hDpBLgBBy	63	4.898
399	fYagWHORVhHpFZgAaikTk	40	4.897
2720	MUdabUTCXglzMFrn	84	4.895
1080	RNhSJwnkqdKnJaNBItII	104	4.883
